"SourceAdd","SourcePort","DestinationAdd","DestinationPort","Protocol","Length","TCP Window Size","TCP Length","UDP Length","HTTP Request Method"
"192.168.1.1","1102","61.121.100.107","80","TCP","60","65535","0","",""
"192.168.1.1","1102","61.121.100.107","80","HTTP","131","65535","77","","GET"
"61.121.100.107","80","192.168.1.1","1102","TCP","54","5840","0","",""
"192.168.1.1","1103","61.121.100.107","80","TCP","62","65535","0","",""
"61.121.100.107","80","192.168.1.1","1103","TCP","62","5840","0","",""
"192.168.1.1","1103","61.121.100.107","80","TCP","60","65535","0","",""
"192.168.1.1","1103","61.121.100.107","80","HTTP","131","65535","77","","GET"
"61.121.100.107","80","192.168.1.1","1103","TCP","54","5840","0","",""
"61.121.100.107","80","192.168.1.1","1102","TCP","1453","5840","1399","",""
"61.121.100.107","80","192.168.1.1","1102","HTTP/XML","54","5840","0","",""
"192.168.1.1","1102","61.121.100.107","80","TCP","60","64136","0","",""
"192.168.1.1","1102","61.121.100.107","80","TCP","60","64136","0","",""
"61.121.100.107","80","192.168.1.1","1102","TCP","54","5840","0","",""
"61.121.100.107","80","192.168.1.1","1103","TCP","1453","5840","1399","",""
"61.121.100.107","80","192.168.1.1","1103","HTTP/XML","54","5840","0","",""
"192.168.1.1","1104","61.121.100.107","80","TCP","62","65535","0","",""
"61.121.100.107","80","192.168.1.1","1104","TCP","62","5840","0","",""
"192.168.1.1","1103","61.121.100.107","80","TCP","60","64136","0","",""
"192.168.1.1","1104","61.121.100.107","80","TCP","60","65535","0","",""
"192.168.1.1","1103","61.121.100.107","80","TCP","60","64136","0","",""
"61.121.100.107","80","192.168.1.1","1103","TCP","54","5840","0","",""
"192.168.1.1","1104","61.121.100.107","80","HTTP","131","65535","77","","GET"
"61.121.100.107","80","192.168.1.1","1104","TCP","54","5840","0","",""
"192.168.1.1","1025","192.168.1.254","53","DNS","73","","","39",""
"61.121.100.107","80","192.168.1.1","1104","TCP","1453","5840","1399","",""
"61.121.100.107","80","192.168.1.1","1104","HTTP/XML","54","5840","0","",""
"192.168.1.1","1104","61.121.100.107","80","TCP","60","64136","0","",""
"192.168.1.1","1104","61.121.100.107","80","TCP","60","64136","0","",""
"61.121.100.107","80","192.168.1.1","1104","TCP","54","5840","0","",""
"192.168.1.1","1101","84.244.1.30","5050","TCP","95","65466","41","",""
"84.244.1.30","5050","192.168.1.1","1101","TCP","54","5840","0","",""
"192.168.1.254","53","192.168.1.1","1025","DNS","180","","","146",""
"192.168.1.1","1105","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1105","TCP","62","5840","0","",""
"192.168.1.1","1105","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1106","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1106","TCP","62","5840","0","",""
"192.168.1.1","1106","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1106","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1106","TCP","54","5840","0","",""
"192.168.1.1","1105","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1105","TCP","54","5840","0","",""
"203.140.25.50","80","192.168.1.1","1105","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1106","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1106","HTTP/XML","54","5840","0","",""
"203.140.25.50","80","192.168.1.1","1105","HTTP/XML","54","5840","0","",""
"192.168.1.1","1106","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1105","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1105","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1105","TCP","54","5840","0","",""
"192.168.1.1","1106","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1106","TCP","54","5840","0","",""
"192.168.1.1","1107","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1107","TCP","62","5840","0","",""
"192.168.1.1","1025","192.168.1.254","53","DNS","75","","","41",""
"192.168.1.1","1107","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1107","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1107","TCP","54","5840","0","",""
"203.140.25.50","80","192.168.1.1","1107","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1107","HTTP/XML","54","5840","0","",""
"192.168.1.1","1107","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1107","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1107","TCP","54","5840","0","",""
"192.168.1.254","53","192.168.1.1","1025","DNS","138","","","104",""
"192.168.1.1","1109","202.189.151.5","80","TCP","62","65535","0","",""
"202.189.151.5","80","192.168.1.1","1109","TCP","62","5840","0","",""
"192.168.1.1","1108","202.189.151.5","80","TCP","62","65535","0","",""
"202.189.151.5","80","192.168.1.1","1108","TCP","62","5840","0","",""
"192.168.1.1","1109","202.189.151.5","80","TCP","60","65535","0","",""
"192.168.1.1","1108","202.189.151.5","80","TCP","60","65535","0","",""
"192.168.1.1","1109","202.189.151.5","80","HTTP","130","65535","76","","GET"
"202.189.151.5","80","192.168.1.1","1109","TCP","54","5840","0","",""
"192.168.1.1","1108","202.189.151.5","80","HTTP","130","65535","76","","GET"
"202.189.151.5","80","192.168.1.1","1108","TCP","54","5840","0","",""
"202.189.151.5","80","192.168.1.1","1109","TCP","1453","5840","1399","",""
"202.189.151.5","80","192.168.1.1","1109","HTTP/XML","54","5840","0","",""
"192.168.1.1","1109","202.189.151.5","80","TCP","60","64136","0","",""
"192.168.1.1","1109","202.189.151.5","80","TCP","60","64136","0","",""
"202.189.151.5","80","192.168.1.1","1109","TCP","54","5840","0","",""
"192.168.1.1","1110","202.189.151.5","80","TCP","62","65535","0","",""
"202.189.151.5","80","192.168.1.1","1110","TCP","62","5840","0","",""
"192.168.1.1","1110","202.189.151.5","80","TCP","60","65535","0","",""
"192.168.1.1","1110","202.189.151.5","80","HTTP","130","65535","76","","GET"
"202.189.151.5","80","192.168.1.1","1110","TCP","54","5840","0","",""
"192.168.1.1","1025","192.168.1.254","53","DNS","77","","","43",""
"202.189.151.5","80","192.168.1.1","1108","TCP","1453","5840","1399","",""
"202.189.151.5","80","192.168.1.1","1108","HTTP/XML","54","5840","0","",""
"202.189.151.5","80","192.168.1.1","1110","TCP","1453","5840","1399","",""
"192.168.1.1","1108","202.189.151.5","80","TCP","60","64136","0","",""
"192.168.1.1","1108","202.189.151.5","80","TCP","60","64136","0","",""
"202.189.151.5","80","192.168.1.1","1108","TCP","54","5840","0","",""
"202.189.151.5","80","192.168.1.1","1110","HTTP/XML","54","5840","0","",""
"192.168.1.1","1110","202.189.151.5","80","TCP","60","64136","0","",""
"192.168.1.1","1110","202.189.151.5","80","TCP","60","64136","0","",""
"202.189.151.5","80","192.168.1.1","1110","TCP","54","5840","0","",""
"84.244.1.30","5050","192.168.1.1","1101","TCP","109","5840","55","",""
"192.168.1.1","1101","84.244.1.30","5050","TCP","60","65411","0","",""
"192.168.1.1","1025","192.168.1.254","53","DNS","77","","","43",""
"192.168.1.1","1101","84.244.1.30","5050","TCP","112","65411","58","",""
"84.244.1.30","5050","192.168.1.1","1101","TCP","54","5840","0","",""
"192.168.1.254","53","192.168.1.1","1025","DNS","159","","","125",""
"192.168.1.254","53","192.168.1.1","1025","DNS","159","","","125",""
"192.168.1.1","1111","210.153.70.38","80","TCP","62","65535","0","",""
"210.153.70.38","80","192.168.1.1","1111","TCP","62","5840","0","",""
"192.168.1.1","1112","210.153.70.38","80","TCP","62","65535","0","",""
"210.153.70.38","80","192.168.1.1","1112","TCP","62","5840","0","",""
"192.168.1.1","1111","210.153.70.38","80","TCP","60","65535","0","",""
"192.168.1.1","1112","210.153.70.38","80","TCP","60","65535","0","",""
"192.168.1.1","1111","210.153.70.38","80","HTTP","134","65535","80","","GET"
"210.153.70.38","80","192.168.1.1","1111","TCP","54","5840","0","",""
"192.168.1.1","1112","210.153.70.38","80","HTTP","134","65535","80","","GET"
"210.153.70.38","80","192.168.1.1","1112","TCP","54","5840","0","",""
"210.153.70.38","80","192.168.1.1","1111","TCP","1453","5840","1399","",""
"210.153.70.38","80","192.168.1.1","1112","TCP","1453","5840","1399","",""
"210.153.70.38","80","192.168.1.1","1112","HTTP/XML","54","5840","0","",""
"210.153.70.38","80","192.168.1.1","1111","HTTP/XML","54","5840","0","",""
"192.168.1.1","1112","210.153.70.38","80","TCP","60","64136","0","",""
"192.168.1.1","1111","210.153.70.38","80","TCP","60","64136","0","",""
"192.168.1.1","1111","210.153.70.38","80","TCP","60","64136","0","",""
"210.153.70.38","80","192.168.1.1","1111","TCP","54","5840","0","",""
"192.168.1.1","1112","210.153.70.38","80","TCP","60","64136","0","",""
"210.153.70.38","80","192.168.1.1","1112","TCP","54","5840","0","",""
"192.168.1.1","1113","210.153.70.38","80","TCP","62","65535","0","",""
"210.153.70.38","80","192.168.1.1","1113","TCP","62","5840","0","",""
"192.168.1.1","1113","210.153.70.38","80","TCP","60","65535","0","",""
"192.168.1.1","1113","210.153.70.38","80","HTTP","134","65535","80","","GET"
"210.153.70.38","80","192.168.1.1","1113","TCP","54","5840","0","",""
"192.168.1.1","1025","192.168.1.254","53","DNS","76","","","42",""
"210.153.70.38","80","192.168.1.1","1113","TCP","1453","5840","1399","",""
"210.153.70.38","80","192.168.1.1","1113","HTTP/XML","54","5840","0","",""
"192.168.1.1","1113","210.153.70.38","80","TCP","60","64136","0","",""
"192.168.1.1","1113","210.153.70.38","80","TCP","60","64136","0","",""
"210.153.70.38","80","192.168.1.1","1113","TCP","54","5840","0","",""
"84.244.1.30","5050","192.168.1.1","1101","TCP","108","5840","54","",""
"192.168.1.1","1101","84.244.1.30","5050","TCP","60","65357","0","",""
"192.168.1.254","53","192.168.1.1","1025","DNS","159","","","125",""
"192.168.1.1","1114","219.163.5.185","80","TCP","62","65535","0","",""
"219.163.5.185","80","192.168.1.1","1114","TCP","62","5840","0","",""
"192.168.1.1","1115","219.163.5.185","80","TCP","62","65535","0","",""
"219.163.5.185","80","192.168.1.1","1115","TCP","62","5840","0","",""
"192.168.1.1","1114","219.163.5.185","80","TCP","60","65535","0","",""
"192.168.1.1","1115","219.163.5.185","80","TCP","60","65535","0","",""
"192.168.1.1","1115","219.163.5.185","80","HTTP","124","65535","70","","GET"
"219.163.5.185","80","192.168.1.1","1115","TCP","54","5840","0","",""
"192.168.1.1","1114","219.163.5.185","80","HTTP","124","65535","70","","GET"
"219.163.5.185","80","192.168.1.1","1114","TCP","54","5840","0","",""
"219.163.5.185","80","192.168.1.1","1115","TCP","1453","5840","1399","",""
"219.163.5.185","80","192.168.1.1","1115","HTTP/XML","54","5840","0","",""
"219.163.5.185","80","192.168.1.1","1114","TCP","1453","5840","1399","",""
"219.163.5.185","80","192.168.1.1","1114","HTTP/XML","54","5840","0","",""
"192.168.1.1","1115","219.163.5.185","80","TCP","60","64136","0","",""
"192.168.1.1","1115","219.163.5.185","80","TCP","60","64136","0","",""
"219.163.5.185","80","192.168.1.1","1115","TCP","54","5840","0","",""
"192.168.1.1","1114","219.163.5.185","80","TCP","60","64136","0","",""
"192.168.1.1","1114","219.163.5.185","80","TCP","60","64136","0","",""
"219.163.5.185","80","192.168.1.1","1114","TCP","54","5840","0","",""
"192.168.1.1","1116","219.163.5.185","80","TCP","62","65535","0","",""
"219.163.5.185","80","192.168.1.1","1116","TCP","62","5840","0","",""
"192.168.1.1","1116","219.163.5.185","80","TCP","60","65535","0","",""
"192.168.1.1","1116","219.163.5.185","80","HTTP","124","65535","70","","GET"
"219.163.5.185","80","192.168.1.1","1116","TCP","54","5840","0","",""
"192.168.1.1","1025","192.168.1.254","53","DNS","79","","","45",""
"219.163.5.185","80","192.168.1.1","1116","TCP","1453","5840","1399","",""
"219.163.5.185","80","192.168.1.1","1116","HTTP/XML","54","5840","0","",""
"192.168.1.1","1116","219.163.5.185","80","TCP","60","64136","0","",""
"192.168.1.1","1116","219.163.5.185","80","TCP","60","64136","0","",""
"219.163.5.185","80","192.168.1.1","1116","TCP","54","5840","0","",""
"192.168.1.1","1101","84.244.1.30","5050","TCP","137","65357","83","",""
"84.244.1.30","5050","192.168.1.1","1101","TCP","54","5840","0","",""
"192.168.1.254","53","192.168.1.1","1025","DNS","367","","","333",""
"192.168.1.1","1117","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1117","TCP","62","5840","0","",""
"192.168.1.1","1118","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1118","TCP","62","5840","0","",""
"192.168.1.1","1117","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1118","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1117","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1117","TCP","54","5840","0","",""
"192.168.1.1","1118","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1118","TCP","54","5840","0","",""
"211.8.0.252","80","192.168.1.1","1117","TCP","1453","5840","1399","",""
"211.8.0.252","80","192.168.1.1","1117","HTTP/XML","54","5840","0","",""
"211.8.0.252","80","192.168.1.1","1118","TCP","1453","5840","1399","",""
"211.8.0.252","80","192.168.1.1","1118","HTTP/XML","54","5840","0","",""
"192.168.1.1","1117","211.8.0.252","80","TCP","60","64136","0","",""
"192.168.1.1","1117","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1117","TCP","54","5840","0","",""
"192.168.1.1","1118","211.8.0.252","80","TCP","60","64136","0","",""
"192.168.1.1","1118","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1118","TCP","54","5840","0","",""
"192.168.1.1","1119","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1119","TCP","62","5840","0","",""
"192.168.1.1","1120","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1120","TCP","62","5840","0","",""
"192.168.1.1","1119","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1120","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1119","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1119","TCP","54","5840","0","",""
"192.168.1.1","1120","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1120","TCP","54","5840","0","",""
"211.8.0.252","80","192.168.1.1","1119","TCP","1453","5840","1399","",""
"211.8.0.252","80","192.168.1.1","1119","HTTP/XML","54","5840","0","",""
"192.168.1.1","1119","211.8.0.252","80","TCP","60","64136","0","",""
"192.168.1.1","1119","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1119","TCP","54","5840","0","",""
"211.8.0.252","80","192.168.1.1","1120","TCP","1453","5840","1399","",""
"192.168.1.1","1121","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1121","TCP","62","5840","0","",""
"211.8.0.252","80","192.168.1.1","1120","HTTP/XML","54","5840","0","",""
"192.168.1.1","1121","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1120","211.8.0.252","80","TCP","60","64136","0","",""
"192.168.1.1","1121","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1121","TCP","54","5840","0","",""
"192.168.1.1","1120","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1120","TCP","54","5840","0","",""
"192.168.1.1","1122","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1122","TCP","62","5840","0","",""
"192.168.1.1","1122","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1122","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1122","TCP","54","5840","0","",""
"192.168.1.1","1123","202.189.151.5","80","TCP","62","65535","0","",""
"202.189.151.5","80","192.168.1.1","1123","TCP","62","5840","0","",""
"192.168.1.1","1123","202.189.151.5","80","TCP","60","65535","0","",""
"192.168.1.1","1123","202.189.151.5","80","HTTP","130","65535","76","","GET"
"202.189.151.5","80","192.168.1.1","1123","TCP","54","5840","0","",""
"211.8.0.252","80","192.168.1.1","1121","TCP","1453","5840","1399","",""
"211.8.0.252","80","192.168.1.1","1121","HTTP/XML","54","5840","0","",""
"192.168.1.1","1121","211.8.0.252","80","TCP","60","64136","0","",""
"192.168.1.1","1121","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1121","TCP","54","5840","0","",""
"192.168.1.1","1124","202.189.151.5","80","TCP","62","65535","0","",""
"202.189.151.5","80","192.168.1.1","1124","TCP","62","5840","0","",""
"202.189.151.5","80","192.168.1.1","1123","TCP","1453","5840","1399","",""
"202.189.151.5","80","192.168.1.1","1123","HTTP/XML","54","5840","0","",""
"192.168.1.1","1124","202.189.151.5","80","TCP","60","65535","0","",""
"192.168.1.1","1124","202.189.151.5","80","HTTP","130","65535","76","","GET"
"202.189.151.5","80","192.168.1.1","1124","TCP","54","5840","0","",""
"192.168.1.1","1123","202.189.151.5","80","TCP","60","64136","0","",""
"192.168.1.1","1123","202.189.151.5","80","TCP","60","64136","0","",""
"202.189.151.5","80","192.168.1.1","1123","TCP","54","5840","0","",""
"192.168.1.1","1125","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1125","TCP","62","5840","0","",""
"211.8.0.252","80","192.168.1.1","1122","TCP","1453","5840","1399","",""
"211.8.0.252","80","192.168.1.1","1122","HTTP/XML","54","5840","0","",""
"202.189.151.5","80","192.168.1.1","1124","TCP","1453","5840","1399","",""
"192.168.1.1","1125","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1125","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1125","TCP","54","5840","0","",""
"192.168.1.1","1122","211.8.0.252","80","TCP","60","64136","0","",""
"202.189.151.5","80","192.168.1.1","1124","HTTP/XML","54","5840","0","",""
"192.168.1.1","1124","202.189.151.5","80","TCP","60","64136","0","",""
"192.168.1.1","1122","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1122","TCP","54","5840","0","",""
"192.168.1.1","1124","202.189.151.5","80","TCP","60","64136","0","",""
"202.189.151.5","80","192.168.1.1","1124","TCP","54","5840","0","",""
"192.168.1.1","1126","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1126","TCP","62","5840","0","",""
"192.168.1.1","1126","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1126","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1126","TCP","54","5840","0","",""
"203.140.25.50","80","192.168.1.1","1125","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1125","HTTP/XML","54","5840","0","",""
"192.168.1.1","1127","202.189.151.5","80","TCP","62","65535","0","",""
"202.189.151.5","80","192.168.1.1","1127","TCP","62","5840","0","",""
"192.168.1.1","1125","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1127","202.189.151.5","80","TCP","60","65535","0","",""
"192.168.1.1","1125","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1125","TCP","54","5840","0","",""
"192.168.1.1","1127","202.189.151.5","80","HTTP","130","65535","76","","GET"
"202.189.151.5","80","192.168.1.1","1127","TCP","54","5840","0","",""
"192.168.1.1","1128","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1128","TCP","62","5840","0","",""
"203.140.25.50","80","192.168.1.1","1126","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1126","HTTP/XML","54","5840","0","",""
"192.168.1.1","1128","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1128","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1128","TCP","54","5840","0","",""
"192.168.1.1","1126","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1126","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1126","TCP","54","5840","0","",""
"192.168.1.1","1129","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1129","TCP","62","5840","0","",""
"202.189.151.5","80","192.168.1.1","1127","TCP","1453","5840","1399","",""
"202.189.151.5","80","192.168.1.1","1127","HTTP/XML","54","5840","0","",""
"192.168.1.1","1129","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1129","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1129","TCP","54","5840","0","",""
"192.168.1.1","1127","202.189.151.5","80","TCP","60","64136","0","",""
"192.168.1.1","1127","202.189.151.5","80","TCP","60","64136","0","",""
"202.189.151.5","80","192.168.1.1","1127","TCP","54","5840","0","",""
"203.140.25.50","80","192.168.1.1","1128","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1128","HTTP/XML","54","5840","0","",""
"192.168.1.1","1128","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1128","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1128","TCP","54","5840","0","",""
"192.168.1.1","1130","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1130","TCP","62","5840","0","",""
"192.168.1.1","1130","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1130","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1130","TCP","54","5840","0","",""
"192.168.1.1","1131","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1131","TCP","62","5840","0","",""
"203.140.25.50","80","192.168.1.1","1129","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1129","HTTP/XML","54","5840","0","",""
"192.168.1.1","1131","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1131","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1131","TCP","54","5840","0","",""
"192.168.1.1","1129","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1129","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1129","TCP","54","5840","0","",""
"192.168.1.1","1132","211.8.0.252","80","TCP","62","65535","0","",""
"211.8.0.252","80","192.168.1.1","1132","TCP","62","5840","0","",""
"192.168.1.1","1132","211.8.0.252","80","TCP","60","65535","0","",""
"192.168.1.1","1132","211.8.0.252","80","HTTP","150","65535","96","","GET"
"211.8.0.252","80","192.168.1.1","1132","TCP","54","5840","0","",""
"203.140.25.50","80","192.168.1.1","1130","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1130","HTTP/XML","54","5840","0","",""
"192.168.1.1","1130","203.140.25.50","80","TCP","60","64136","0","",""
"192.168.1.1","1130","203.140.25.50","80","TCP","60","64136","0","",""
"203.140.25.50","80","192.168.1.1","1130","TCP","54","5840","0","",""
"211.8.0.252","80","192.168.1.1","1131","TCP","1453","5840","1399","",""
"211.8.0.252","80","192.168.1.1","1131","HTTP/XML","54","5840","0","",""
"192.168.1.1","1133","203.140.25.50","80","TCP","62","65535","0","",""
"203.140.25.50","80","192.168.1.1","1133","TCP","62","5840","0","",""
"192.168.1.1","1131","211.8.0.252","80","TCP","60","64136","0","",""
"192.168.1.1","1131","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1131","TCP","54","5840","0","",""
"192.168.1.1","1133","203.140.25.50","80","TCP","60","65535","0","",""
"192.168.1.1","1133","203.140.25.50","80","HTTP","139","65535","85","","GET"
"203.140.25.50","80","192.168.1.1","1133","TCP","54","5840","0","",""
"211.8.0.252","80","192.168.1.1","1132","TCP","1453","5840","1399","",""
"211.8.0.252","80","192.168.1.1","1132","HTTP/XML","54","5840","0","",""
"192.168.1.1","1132","211.8.0.252","80","TCP","60","64136","0","",""
"192.168.1.1","1132","211.8.0.252","80","TCP","60","64136","0","",""
"211.8.0.252","80","192.168.1.1","1132","TCP","54","5840","0","",""
"203.140.25.50","80","192.168.1.1","1133","TCP","1453","5840","1399","",""
"203.140.25.50","80","192.168.1.1","1133","HTTP/XML","54","5840","0","",""
