"SourceAdd","SourcePort","DestinationAdd","DestinationPort","Protocol","Length","TCP Window Size","TCP Length","UDP Length","HTTP Request Method"
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"186.33.233.170","80","192.168.4.202","55392","TCP","1372","15680","1318","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"192.168.4.202","55392","186.33.233.170","80","TCP","60","65900","0","",""
"192.168.4.202","55404","83.217.27.178","80","TCP","66","8192","0","",""
"83.217.27.178","80","192.168.4.202","55404","TCP","66","14600","0","",""
"192.168.4.202","55404","83.217.27.178","80","TCP","60","65900","0","",""
"192.168.4.202","55404","83.217.27.178","80","HTTP","366","65900","312","","GET"
"83.217.27.178","80","192.168.4.202","55404","TCP","54","15744","0","",""
"83.217.27.178","80","192.168.4.202","55404","TCP","457","15744","403","",""
"83.217.27.178","80","192.168.4.202","55404","HTTP","59","15744","5","",""
"192.168.4.202","55404","83.217.27.178","80","TCP","60","65492","0","",""
"83.217.27.178","80","192.168.4.202","55404","TCP","462","15744","408","",""
"192.168.4.202","55404","83.217.27.178","80","TCP","66","65492","0","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","66","8192","0","",""
"192.168.4.202","55417","74.208.103.8","80","TCP","66","8192","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","66","29200","0","",""
"74.208.103.8","80","192.168.4.202","55417","TCP","66","29200","0","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"192.168.4.202","55417","74.208.103.8","80","TCP","60","65900","0","",""
"192.168.4.202","55416","74.208.103.8","80","HTTP","397","65900","343","","GET"
"74.208.103.8","80","192.168.4.202","55416","TCP","54","30336","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","30336","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1241","30336","1187","",""
"74.208.103.8","80","192.168.4.202","55416","HTTP","59","30336","5","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","64708","0","",""
"192.168.4.202","55416","74.208.103.8","80","HTTP","411","64708","357","","GET"
"74.208.103.8","80","192.168.4.202","55416","TCP","54","31360","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","59308","0","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","HTTP","692","31360","638","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","74","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55416","TCP","1372","31360","1318","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65900","0","",""
"192.168.4.202","55416","74.208.103.8","80","HTTP","423","65900","369","","GET"
"74.208.103.8","80","192.168.4.202","55416","TCP","54","32512","0","",""
"74.208.103.8","80","192.168.4.202","55416","HTTP","207","32512","153","",""
"192.168.4.202","55416","74.208.103.8","80","TCP","60","65744","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","8192","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","66","29200","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","HTTP","363","65900","309","","GET"
"74.208.103.8","80","192.168.4.202","55463","TCP","54","30336","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","82","30336","28","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","66","65900","0","",""
"74.208.103.8","80","192.168.4.202","55463","TCP","1372","30336","1318","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","65900","0","",""
"192.168.4.202","55463","74.208.103.8","80","TCP","60","0","0","",""
"192.168.4.202","55474","85.14.243.9","443","TCP","66","8192","0","",""
"85.14.243.9","443","192.168.4.202","55474","TCP","66","8192","0","",""
"192.168.4.202","55474","85.14.243.9","443","TCP","60","65900","0","",""
"192.168.4.202","55474","85.14.243.9","443","SSL","106","65900","52","",""
"85.14.243.9","443","192.168.4.202","55474","SSL","106","65792","52","",""
"85.14.243.9","443","192.168.4.202","55474","TCP","54","65792","0","",""
